iter	Passed	Remaining
1664	102843	82459
1665	102891	82387
1666	102954	82326
1667	103010	82259
1668	103069	82196
1669	103123	82128
1670	103180	82062
1671	103233	81993
1672	103294	81932
1673	103354	81868
1674	103412	81804
1675	103479	81745
1676	103536	81681
1677	103598	81619
1678	103653	81552
1679	103713	81488
1680	103767	81421
1681	103835	81364
1682	103917	81318
1683	103981	81258
1684	104054	81206
1685	104107	81137
1686	104163	81070
1687	104224	81008
1688	104276	80939
1689	104329	80870
1690	104394	80811
1691	104467	80758
1692	104524	80693
1693	104585	80631
1694	104655	80575
1695	104707	80506
1696	104759	80436
1697	104816	80371
1698	104897	80324
1699	104962	80265
1700	105027	80205
1701	105089	80144
1702	105160	80089
1703	105225	80030
1704	105278	79962
1705	105348	79906
1706	105410	79845
1707	105476	79786
1708	105531	79719
1709	105582	79650
1710	105649	79591
1711	105719	79536
1712	105782	79476
1713	105863	79428
1714	105934	79373
1715	105997	79312
1716	106061	79252
1717	106126	79193
1718	106176	79122
1719	106239	79062
1720	106303	79001
1721	106358	78935
1722	106410	78866
1723	106475	78806
1724	106541	78748
1725	106614	78694
1726	106672	78630
1727	106727	78563
1728	106785	78499
1729	106849	78438
1730	106906	78373
1731	106972	78314
1732	107019	78242
1733	107076	78176
1734	107134	78112
1735	107204	78056
1736	107269	77997
1737	107335	77938
1738	107398	77878
1739	107465	77819
1740	107508	77744
1741	107571	77683
1742	107629	77619
1743	107677	77547
1744	107729	77479
1745	107807	77428
1746	107873	77370
1747	107929	77304
1748	107993	77244
1749	108059	77185
1750	108121	77123
1751	108188	77065
1752	108248	77003
1753	108303	76935
1754	108358	76869
1755	108415	76804
1756	108473	76739
1757	108544	76685
1758	108602	76620
1759	108661	76556
1760	108723	76495
1761	108775	76427
1762	108845	76370
1763	108919	76317
1764	108983	76257
1765	109061	76206
1766	109115	76140
1767	109183	76082
1768	109247	76022
1769	109305	75958
1770	109365	75895
1771	109440	75842
1772	109508	75785
1773	109567	75721
1774	109630	75660
1775	109681	75591
1776	109745	75530
1777	109815	75474
1778	109875	75412
1779	109939	75351
1780	110011	75296
1781	110071	75234
1782	110143	75179
1783	110202	75115
1784	110262	75052
1785	110323	74990
1786	110389	74931
1787	110454	74871
1788	110525	74816
1789	110580	74750
1790	110646	74691
1791	110697	74622
1792	110756	74558
1793	110812	74492
1794	110861	74422
1795	110952	74380
1796	111018	74321
1797	111076	74256
1798	111143	74198
1799	111207	74138
1800	111268	74075
1801	111335	74017
1802	111401	73958
1803	111466	73899
1804	111528	73837
1805	111582	73770
1806	111654	73715
1807	111722	73657
1808	111793	73601
1809	111850	73537
1810	111912	73475
1811	111987	73422
1812	112036	73352
1813	112085	73281
1814	112149	73221
1815	112211	73159
1816	112274	73098
1817	112331	73034
1818	112388	72969
1819	112438	72899
1820	112509	72843
1821	112574	72783
1822	112656	72735
1823	112706	72666
1824	112756	72596
1825	112818	72535
1826	112879	72472
1827	112937	72408
1828	112995	72344
1829	113047	72276
1830	113112	72216
1831	113186	72162
1832	113247	72100
1833	113296	72030
1834	113376	71979
1835	113451	71926
1836	113518	71868
1837	113583	71808
1838	113629	71736
1839	113687	71672
1840	113743	71607
1841	113809	71548
1842	113876	71489
1843	113943	71431
1844	113997	71364
1845	114048	71295
1846	114107	71232
1847	114165	71167
1848	114229	71107
1849	114284	71041
1850	114358	70987
1851	114414	70922
1852	114479	70862
1853	114548	70804
1854	114616	70747
1855	114680	70686
1856	114744	70626
1857	114795	70557
1858	114858	70496
1859	114927	70439
1860	114984	70374
1861	115051	70316
1862	115120	70258
1863	115178	70194
1864	115242	70134
1865	115308	70074
1866	115373	70015
1867	115434	69952
1868	115483	69883
1869	115546	69821
1870	115606	69759
1871	115655	69690
1872	115721	69630
1873	115791	69573
1874	115848	69509
1875	115912	69448
1876	115970	69384
1877	116040	69327
1878	116098	69263
1879	116154	69198
1880	116214	69135
1881	116283	69078
1882	116353	69021
1883	116430	68968
1884	116481	68900
1885	116535	68834
1886	116605	68776
1887	116680	68722
1888	116743	68661
1889	116807	68601
1890	116882	68546
1891	116951	68489
1892	117013	68427
1893	117078	68368
1894	117152	68313
1895	117213	68250
1896	117275	68189
1897	117339	68128
1898	117415	68074
1899	117469	68008
1900	117521	67940
1901	117594	67885
1902	117661	67826
1903	117715	67760
1904	117769	67694
1905	117822	67627
1906	117877	67561
1907	117935	67497
1908	117985	67428
1909	118037	67361
1910	118094	67297
1911	118160	67237
1912	118217	67173
1913	118277	67110
1914	118339	67048
1915	118397	66985
1916	118455	66921
1917	118507	66853
1918	118556	66784
1919	118625	66726
1920	118683	66662
1921	118750	66604
1922	118821	66547
1923	118883	66486
1924	118947	66425
1925	119015	66366
1926	119090	66312
1927	119160	66255
1928	119220	66192
1929	119286	66133
1930	119342	66067
1931	119405	66006
1932	119461	65941
1933	119522	65879
1934	119578	65814
1935	119643	65754
1936	119697	65688
1937	119761	65628
1938	119834	65572
1939	119896	65510
1940	119965	65452
1941	120021	65387
1942	120076	65322
1943	120133	65257
1944	120195	65195
1945	120258	65134
1946	120312	65069
1947	120381	65011
1948	120436	64945
1949	120509	64889
1950	120569	64827
1951	120634	64767
1952	120699	64706
1953	120758	64643
1954	120811	64576
1955	120875	64516
1956	120929	64450
1957	120976	64380
1958	121031	64315
1959	121077	64245
1960	121140	64184
1961	121212	64127
1962	121275	64066
1963	121331	64001
1964	121399	63943
1965	121457	63879
1966	121517	63816
1967	121578	63754
1968	121636	63690
1969	121693	63626
1970	121752	63563
1971	121802	63495
1972	121864	63433
1973	121926	63372
1974	121984	63308
1975	122049	63248
1976	122114	63188
1977	122167	63122
1978	122227	63059
1979	122288	62997
1980	122334	62927
1981	122391	62862
1982	122448	62798
1983	122513	62738
1984	122556	62667
1985	122613	62603
1986	122669	62538
1987	122743	62483
1988	122802	62420
1989	122854	62353
1990	122911	62289
1991	122975	62228
1992	123044	62170
1993	123099	62105
1994	123160	62043
1995	123224	61982
1996	123279	61917
1997	123358	61864
1998	123426	61805
1999	123484	61742
2000	123544	61679
2001	123597	61613
2002	123651	61547
2003	123722	61490
2004	123779	61426
2005	123829	61359
2006	123891	61297
2007	123960	61239
2008	124026	61179
2009	124101	61124
2010	124164	61063
2011	124224	61000
2012	124290	60941
2013	124352	60879
2014	124415	60818
2015	124478	60757
2016	124543	60697
2017	124605	60635
2018	124662	60571
2019	124716	60506
2020	124784	60447
2021	124846	60385
2022	124898	60319
2023	124973	60264
2024	125033	60201
2025	125090	60137
2026	125154	60076
2027	125230	60021
2028	125292	59959
2029	125339	59891
2030	125407	59832
2031	125473	59772
2032	125524	59705
2033	125580	59641
2034	125637	59577
2035	125686	59509
2036	125750	59448
2037	125818	59390
2038	125876	59326
2039	125940	59266
2040	126009	59207
2041	126075	59147
2042	126146	59090
2043	126211	59030
2044	126272	58968
2045	126335	58907
2046	126399	58846
2047	126463	58785
2048	126523	58723
2049	126585	58661
2050	126643	58598
2051	126707	58537
2052	126767	58474
2053	126820	58409
2054	126879	58345
2055	126943	58285
2056	127008	58225
2057	127063	58160
2058	127124	58098
2059	127190	58038
2060	127260	57980
2061	127319	57917
2062	127389	57859
2063	127458	57800
2064	127528	57742
2065	127591	57681
2066	127653	57619
2067	127724	57562
2068	127774	57495
2069	127837	57434
2070	127900	57373
2071	127962	57311
2072	128015	57245
2073	128068	57180
2074	128128	57117
2075	128181	57052
2076	128243	56990
2077	128310	56930
2078	128360	56863
2079	128420	56801
2080	128478	56737
2081	128554	56682
2082	128611	56618
2083	128669	56555
2084	128722	56489
2085	128789	56430
2086	128862	56373
2087	128926	56312
2088	128989	56251
2089	129051	56190
2090	129113	56128
2091	129181	56069
2092	129249	56010
2093	129305	55946
2094	129374	55887
2095	129439	55827
2096	129499	55764
2097	129546	55696
2098	129600	55631
2099	129659	55568
2100	129718	55505
2101	129785	55445
2102	129845	55383
2103	129897	55317
2104	129952	55253
2105	130023	55195
2106	130073	55128
2107	130142	55069
2108	130197	55005
2109	130253	54941
2110	130309	54876
2111	130367	54813
2112	130430	54752
2113	130501	54694
2114	130560	54631
2115	130626	54571
2116	130675	54504
2117	130735	54442
2118	130793	54379
2119	130851	54315
2120	130924	54258
2121	131001	54203
2122	131058	54139
2123	131118	54077
2124	131173	54012
2125	131236	53951
2126	131302	53891
2127	131365	53830
2128	131425	53767
2129	131484	53704
2130	131554	53646
2131	131630	53590
2132	131676	53522
2133	131753	53467
2134	131820	53407
2135	131874	53342
2136	131922	53275
2137	131987	53214
2138	132053	53154
2139	132119	53094
2140	132177	53031
2141	132235	52968
2142	132284	52901
2143	132331	52834
2144	132391	52771
2145	132461	52713
2146	132528	52653
2147	132594	52593
2148	132655	52531
2149	132712	52467
2150	132783	52409
2151	132850	52349
2152	132915	52289
2153	132976	52227
2154	133031	52162
2155	133080	52096
2156	133127	52029
2157	133184	51965
2158	133244	51902
2159	133301	51839
2160	133364	51778
2161	133429	51717
2162	133493	51657
2163	133542	51590
2164	133603	51528
2165	133667	51467
2166	133728	51405
2167	133789	51343
2168	133850	51281
2169	133915	51221
2170	133986	51163
2171	134045	51100
2172	134108	51038
2173	134171	50977
2174	134236	50917
2175	134297	50855
2176	134350	50790
2177	134396	50722
2178	134452	50658
2179	134525	50601
2180	134594	50542
2181	134659	50482
2182	134709	50415
2183	134781	50357
2184	134835	50293
2185	134892	50229
2186	134942	50163
2187	135020	50108
2188	135080	50045
2189	135139	49983
2190	135196	49919
2191	135252	49855
2192	135302	49789
2193	135356	49725
2194	135432	49668
2195	135500	49609
2196	135561	49547
2197	135632	49489
2198	135689	49425
2199	135751	49364
2200	135816	49303
2201	135865	49237
2202	135933	49178
2203	136003	49119
2204	136073	49060
2205	136129	48996
2206	136187	48933
2207	136264	48877
2208	136322	48814
2209	136379	48750
2210	136437	48687
2211	136491	48623
2212	136558	48563
2213	136617	48501
2214	136677	48438
2215	136737	48376
2216	136803	48316
2217	136867	48255
2218	136932	48194
2219	136998	48134
2220	137066	48075
2221	137133	48015
2222	137203	47956
2223	137258	47892
2224	137318	47830
2225	137380	47768
2226	137443	47707
2227	137495	47642
2228	137551	47578
2229	137612	47516
2230	137665	47451
2231	137745	47396
2232	137806	47334
2233	137860	47270
2234	137924	47209
2235	137975	47143
2236	138038	47082
2237	138107	47023
2238	138184	46966
2239	138242	46903
2240	138305	46842
2241	138372	46782
2242	138433	46720
2243	138502	46661
2244	138569	46601
2245	138666	46551
2246	138723	46488
2247	138776	46423
2248	138835	46360
2249	138900	46300
2250	138959	46237
2251	139027	46177
2252	139092	46117
2253	139160	46057
2254	139223	45996
2255	139282	45933
2256	139347	45873
2257	139398	45807
2258	139456	45744
2259	139525	45685
2260	139574	45619
2261	139641	45559
2262	139707	45499
2263	139763	45435
2264	139818	45371
2265	139872	45307
2266	139928	45243
2267	139983	45179
2268	140049	45119
2269	140107	45056
2270	140167	44994
2271	140227	44931
2272	140278	44867
2273	140347	44807
2274	140406	44744
2275	140474	44685
2276	140536	44623
2277	140598	44561
2278	140656	44499
2279	140714	44436
2280	140778	44375
2281	140840	44313
2282	140902	44251
2283	140959	44188
2284	141031	44130
2285	141084	44065
2286	141152	44005
2287	141202	43940
2288	141295	43888
2289	141357	43827
2290	141417	43764
2291	141481	43703
2292	141551	43644
2293	141612	43582
2294	141668	43518
2295	141731	43457
2296	141789	43394
2297	141850	43332
2298	141919	43273
2299	141972	43208
2300	142024	43144
2301	142080	43080
2302	142152	43022
2303	142214	42960
2304	142282	42900
2305	142343	42838
2306	142398	42775
2307	142456	42712
2308	142519	42650
2309	142573	42587
2310	142628	42523
2311	142688	42460
2312	142753	42400
2313	142834	42344
2314	142891	42281
2315	142953	42219
2316	143011	42156
2317	143082	42097
2318	143131	42032
2319	143185	41968
2320	143246	41906
2321	143306	41843
2322	143351	41777
2323	143414	41716
2324	143479	41655
2325	143545	41594
2326	143605	41532
2327	143653	41467
2328	143706	41402
2329	143777	41343
2330	143836	41281
2331	143908	41222
2332	143986	41165
2333	144052	41104
2334	144113	41043
2335	144181	40983
2336	144242	40921
2337	144316	40862
2338	144368	40798
2339	144422	40734
2340	144475	40670
2341	144530	40606
2342	144583	40542
2343	144642	40480
2344	144705	40418
2345	144761	40355
2346	144815	40291
2347	144878	40230
2348	144940	40168
2349	145008	40108
2350	145072	40047
2351	145129	39984
2352	145191	39923
2353	145247	39859
2354	145314	39799
2355	145370	39736
2356	145424	39672
2357	145482	39609
2358	145549	39549
2359	145611	39487
2360	145676	39427
2361	145734	39364
2362	145789	39300
2363	145851	39239
2364	145910	39176
2365	145978	39116
2366	146029	39052
2367	146083	38988
2368	146135	38924
2369	146218	38868
2370	146284	38807
2371	146361	38749
2372	146432	38690
2373	146490	38627
2374	146552	38566
2375	146612	38504
2376	146678	38443
2377	146749	38384
2378	146816	38324
2379	146876	38261
2380	146928	38197
2381	146989	38135
2382	147042	38071
2383	147113	38012
2384	147169	37949
2385	147231	37887
2386	147294	37826
2387	147366	37767
2388	147420	37703
2389	147475	37640
2390	147543	37580
2391	147595	37515
2392	147647	37451
2393	147700	37387
2394	147751	37323
2395	147809	37260
2396	147862	37196
2397	147925	37135
2398	147988	37074
2399	148058	37014
2400	148117	36952
2401	148195	36894
2402	148262	36834
2403	148303	36767
2404	148365	36705
2405	148432	36645
2406	148484	36581
2407	148544	36519
2408	148610	36458
2409	148676	36398
2410	148743	36337
2411	148812	36277
2412	148876	36216
2413	148930	36152
2414	148990	36090
2415	149040	36026
2416	149107	35965
2417	149180	35907
2418	149247	35846
2419	149305	35783
2420	149363	35721
2421	149429	35660
2422	149491	35599
2423	149559	35539
2424	149617	35476
2425	149671	35412
2426	149726	35349
2427	149777	35285
2428	149842	35224
2429	149893	35160
2430	149951	35097
2431	150006	35034
2432	150075	34974
2433	150142	34914
2434	150200	34851
2435	150265	34790
2436	150330	34729
2437	150394	34668
2438	150466	34609
2439	150525	34546
2440	150594	34486
2441	150666	34427
2442	150732	34366
2443	150798	34305
2444	150870	34246
2445	150935	34185
2446	150988	34121
2447	151048	34060
2448	151121	34000
2449	151184	33939
2450	151235	33875
2451	151296	33813
2452	151363	33752
2453	151431	33692
2454	151488	33629
2455	151542	33566
2456	151611	33506
2457	151681	33446
2458	151751	33386
2459	151815	33325
2460	151868	33261
2461	151939	33202
2462	152003	33140
2463	152067	33079
2464	152118	33015
2465	152178	32953
2466	152231	32889
2467	152300	32829
2468	152371	32770
2469	152449	32711
2470	152513	32650
2471	152579	32589
2472	152648	32529
2473	152714	32468
2474	152798	32411
2475	152863	32350
2476	152951	32294
2477	153036	32237
2478	153122	32180
2479	153180	32118
2480	153239	32056
2481	153314	31997
2482	153386	31937
2483	153440	31874
2484	153506	31813
2485	153564	31750
2486	153617	31687
2487	153679	31625
2488	153746	31564
2489	153815	31504
2490	153871	31441
2491	153938	31380
2492	153994	31317
2493	154061	31256
2494	154127	31196
2495	154213	31139
2496	154283	31079
2497	154350	31018
2498	154397	30953
2499	154477	30895
2500	154537	30833
2501	154627	30777
2502	154700	30717
2503	154767	30656
2504	154822	30593
2505	154876	30530
2506	154932	30467
2507	155007	30408
2508	155066	30345
2509	155135	30285
2510	155208	30225
2511	155275	30164
2512	155353	30106
2513	155411	30043
2514	155471	29981
2515	155530	29919
2516	155607	29860
2517	155675	29799
2518	155745	29739
2519	155820	29680
2520	155898	29621
2521	155957	29558
2522	156020	29497
2523	156088	29436
2524	156158	29376
2525	156230	29316
2526	156309	29257
2527	156382	29197
2528	156445	29136
2529	156514	29075
2530	156583	29015
2531	156637	28951
2532	156703	28890
2533	156755	28827
2534	156810	28763
2535	156870	28701
2536	156933	28640
2537	157017	28582
2538	157075	28519
2539	157147	28459
2540	157208	28397
2541	157273	28336
2542	157335	28274
2543	157402	28213
2544	157459	28150
2545	157525	28089
2546	157585	28027
2547	157660	27968
2548	157720	27905
2549	157788	27845
2550	157839	27781
2551	157897	27718
2552	157956	27656
2553	158023	27595
2554	158096	27535
2555	158162	27474
2556	158222	27412
2557	158268	27347
2558	158334	27286
2559	158387	27222
2560	158448	27160
2561	158520	27100
2562	158585	27039
2563	158636	26975
2564	158702	26914
2565	158764	26852
2566	158834	26792
2567	158900	26730
2568	158974	26671
2569	159025	26607
2570	159090	26546
2571	159152	26484
2572	159221	26423
2573	159273	26359
2574	159327	26296
2575	159394	26235
2576	159460	26174
2577	159521	26112
2578	159591	26051
2579	159658	25990
2580	159725	25929
2581	159784	25867
2582	159842	25805
2583	159905	25743
2584	159967	25681
2585	160024	25618
2586	160080	25555
2587	160150	25495
2588	160204	25432
2589	160274	25371
2590	160330	25308
2591	160384	25245
2592	160450	25184
2593	160519	25123
2594	160588	25062
2595	160646	25000
2596	160700	24937
2597	160747	24873
2598	160813	24811
2599	160873	24749
2600	160939	24688
2601	161004	24627
2602	161070	24565
2603	161132	24503
2604	161198	24442
2605	161262	24381
2606	161323	24319
2607	161380	24256
2608	161455	24196
2609	161514	24134
2610	161584	24073
2611	161644	24011
2612	161690	23947
2613	161747	23884
2614	161801	23821
2615	161868	23760
2616	161941	23700
2617	162005	23638
2618	162067	23576
2619	162132	23515
2620	162194	23453
2621	162257	23391
2622	162316	23329
2623	162384	23268
2624	162439	23205
2625	162503	23144
2626	162567	23082
2627	162637	23021
2628	162709	22961
2629	162765	22898
2630	162812	22834
2631	162869	22772
2632	162938	22711
2633	163004	22649
2634	163064	22587
2635	163116	22524
2636	163184	22463
2637	163240	22400
2638	163315	22340
2639	163377	22278
2640	163448	22218
2641	163515	22156
2642	163581	22095
2643	163636	22032
2644	163702	21971
2645	163764	21909
2646	163815	21846
2647	163876	21784
2648	163933	21721
2649	163995	21659
2650	164052	21597
2651	164114	21535
2652	164186	21474
2653	164239	21411
2654	164291	21348
2655	164348	21286
2656	164398	21222
2657	164457	21160
2658	164521	21098
2659	164586	21037
2660	164664	20977
2661	164751	20918
2662	164806	20856
2663	164869	20794
2664	164929	20732
2665	164998	20671
2666	165047	20607
2667	165108	20545
2668	165172	20484
2669	165232	20421
2670	165291	20359
2671	165343	20296
2672	165411	20235
2673	165468	20173
2674	165521	20110
2675	165577	20047
2676	165644	19986
2677	165699	19923
2678	165757	19861
2679	165812	19798
2680	165879	19737
2681	165934	19674
2682	166004	19613
2683	166056	19550
2684	166108	19487
2685	166167	19425
2686	166220	19362
2687	166277	19300
2688	166324	19236
2689	166385	19174
2690	166445	19112
2691	166512	19051
2692	166560	18987
2693	166626	18926
2694	166702	18866
2695	166758	18803
2696	166822	18741
2697	166878	18679
2698	166937	18617
2699	166989	18554
2700	167043	18491
2701	167107	18430
2702	167181	18369
2703	167245	18307
2704	167308	18246
2705	167370	18184
2706	167433	18122
2707	167489	18060
2708	167540	17997
2709	167602	17935
2710	167654	17872
2711	167709	17809
2712	167776	17748
2713	167853	17688
2714	167932	17628
2715	167990	17566
2716	168053	17504
2717	168121	17443
2718	168186	17381
2719	168239	17318
2720	168306	17257
2721	168359	17194
2722	168423	17133
2723	168491	17071
2724	168544	17009
2725	168610	16947
2726	168661	16884
2727	168723	16822
2728	168779	16760
2729	168825	16696
2730	168872	16633
2731	168925	16571
2732	168988	16509
2733	169046	16447
2734	169106	16385
2735	169168	16323
2736	169234	16261
2737	169286	16199
2738	169346	16137
2739	169399	16074
2740	169466	16013
2741	169513	15949
2742	169574	15887
2743	169635	15826
2744	169698	15764
2745	169768	15703
2746	169837	15642
2747	169907	15581
2748	169977	15519
2749	170036	15457
2750	170101	15396
2751	170170	15335
2752	170228	15272
2753	170296	15211
2754	170362	15150
2755	170418	15087
2756	170475	15025
2757	170539	14963
2758	170607	14902
2759	170663	14840
2760	170732	14779
2761	170796	14717
2762	170845	14654
2763	170909	14592
2764	170977	14531
2765	171047	14470
2766	171118	14409
2767	171178	14347
2768	171271	14288
2769	171335	14226
2770	171391	14164
2771	171440	14101
2772	171513	14040
2773	171562	13977
2774	171634	13916
2775	171698	13854
2776	171746	13791
2777	171797	13728
2778	171885	13669
2779	171945	13607
2780	171999	13544
2781	172051	13482
2782	172127	13421
2783	172174	13358
2784	172235	13296
2785	172302	13235
2786	172381	13174
2787	172450	13113
2788	172503	13050
2789	172578	12989
2790	172635	12927
2791	172694	12865
2792	172774	12804
2793	172846	12743
2794	172905	12681
2795	172968	12619
2796	173031	12558
2797	173103	12497
2798	173158	12434
2799	173222	12373
2800	173279	12310
2801	173346	12249
2802	173401	12186
2803	173460	12124
2804	173513	12062
2805	173579	12000
2806	173636	11938
2807	173723	11878
2808	173805	11818
2809	173863	11755
2810	173928	11694
2811	173988	11632
2812	174051	11570
2813	174123	11509
2814	174173	11446
2815	174232	11384
2816	174299	11322
2817	174377	11262
2818	174436	11200
2819	174502	11138
2820	174562	11076
2821	174637	11015
2822	174705	10953
2823	174775	10892
2824	174831	10830
2825	174893	10768
2826	174973	10707
2827	175038	10645
2828	175103	10584
2829	175154	10521
2830	175216	10459
2831	175287	10398
2832	175346	10336
2833	175404	10274
2834	175469	10212
2835	175542	10151
2836	175611	10089
2837	175669	10027
2838	175738	9966
2839	175807	9904
2840	175866	9842
2841	175909	9779
2842	175969	9717
2843	176027	9655
2844	176089	9593
2845	176155	9531
2846	176214	9469
2847	176288	9408
2848	176346	9346
2849	176409	9284
2850	176471	9222
2851	176541	9161
2852	176590	9098
2853	176651	9036
2854	176706	8974
2855	176761	8912
2856	176832	8850
2857	176902	8789
2858	176958	8727
2859	177026	8665
2860	177083	8603
2861	177138	8541
2862	177205	8479
2863	177261	8417
2864	177319	8355
2865	177388	8293
2866	177440	8231
2867	177495	8169
2868	177550	8107
2869	177603	8044
2870	177670	7983
2871	177727	7920
2872	177793	7859
2873	177846	7797
2874	177904	7734
2875	177982	7673
2876	178051	7612
2877	178115	7550
2878	178169	7488
2879	178219	7425
2880	178275	7363
2881	178342	7302
2882	178415	7240
2883	178480	7178
2884	178551	7117
2885	178612	7055
2886	178667	6993
2887	178720	6930
2888	178787	6869
2889	178835	6806
2890	178887	6744
2891	178953	6682
2892	179011	6620
2893	179066	6558
2894	179131	6497
2895	179206	6435
2896	179299	6374
2897	179360	6312
2898	179423	6251
2899	179489	6189
2900	179545	6127
2901	179599	6065
2902	179657	6003
2903	179711	5940
2904	179782	5879
2905	179842	5817
2906	179907	5755
2907	179972	5693
2908	180038	5632
2909	180104	5570
2910	180161	5508
2911	180238	5446
2912	180288	5384
2913	180342	5322
2914	180416	5260
2915	180472	5198
2916	180553	5137
2917	180605	5075
2918	180660	5013
2919	180713	4951
2920	180781	4889
2921	180847	4827
2922	180920	4765
2923	180993	4704
2924	181059	4642
2925	181121	4580
2926	181174	4518
2927	181233	4456
2928	181297	4394
2929	181358	4332
2930	181417	4270
2931	181485	4209
2932	181558	4147
2933	181611	4085
2934	181675	4023
2935	181743	3961
2936	181801	3899
2937	181864	3837
2938	181916	3775
2939	181991	3714
2940	182056	3652
2941	182101	3590
2942	182171	3528
2943	182239	3466
2944	182294	3404
2945	182356	3342
2946	182429	3280
2947	182492	3219
2948	182560	3157
2949	182617	3095
2950	182686	3033
2951	182743	2971
2952	182809	2909
2953	182864	2847
2954	182921	2785
2955	182984	2723
2956	183056	2661
2957	183111	2599
2958	183158	2537
2959	183227	2476
2960	183287	2414
2961	183356	2352
2962	183419	2290
2963	183475	2228
2964	183537	2166
2965	183593	2104
2966	183654	2042
2967	183708	1980
2968	183762	1918
2969	183828	1856
2970	183899	1795
2971	183968	1733
2972	184035	1671
2973	184090	1609
2974	184156	1547
2975	184228	1485
2976	184294	1423
2977	184358	1361
2978	184419	1300
2979	184483	1238
2980	184545	1176
2981	184594	1114
2982	184654	1052
2983	184724	990
2984	184784	928
2985	184844	866
2986	184901	804
2987	184955	742
2988	185025	680
2989	185077	618
2990	185142	557
2991	185202	495
2992	185270	433
2993	185339	371
2994	185396	309
2995	185458	247
2996	185519	185
2997	185586	123
2998	185651	61
2999	185724	0
