iter	RMSE
405	8.781925222
406	8.781692207
407	8.781491354
408	8.781261525
409	8.781140441
410	8.780912431
411	8.780711064
412	8.780586244
413	8.780526461
414	8.780340188
415	8.780110362
416	8.779926432
417	8.779699798
418	8.779513835
419	8.779485485
420	8.779287981
421	8.779236219
422	8.779212526
423	8.779065767
424	8.77881865
425	8.778656522
426	8.778470452
427	8.778429316
428	8.778279922
429	8.778224123
430	8.777978792
431	8.777898047
432	8.777808567
433	8.777641239
434	8.777438317
435	8.777218561
436	8.777081639
437	8.776914837
438	8.776849102
439	8.776666266
440	8.776481963
441	8.776347886
442	8.776107055
443	8.775958376
444	8.775785067
445	8.775566975
446	8.775372826
447	8.775293578
448	8.775136854
449	8.774923692
450	8.774777484
451	8.7746174
452	8.774609811
453	8.774602493
454	8.7744499
455	8.774304329
456	8.774194302
457	8.773962525
458	8.773916887
459	8.773723507
460	8.773484732
461	8.773357505
462	8.773271957
463	8.773196528
464	8.772966341
465	8.772902826
466	8.772703624
467	8.772517666
468	8.772312887
469	8.772269589
470	8.77204097
471	8.771957615
472	8.771903871
473	8.771775998
474	8.771596617
475	8.77145919
476	8.771291667
477	8.771136361
478	8.771047295
479	8.770839854
480	8.770739799
481	8.770576156
482	8.770462036
483	8.770422422
484	8.770348675
485	8.7701726
486	8.769968463
487	8.769800404
488	8.769647601
489	8.769424535
490	8.769275345
491	8.769119826
492	8.768957203
493	8.76877826
494	8.768651986
495	8.768636405
496	8.768436443
497	8.768229101
498	8.768168104
499	8.767974573
500	8.767674645
501	8.767484828
502	8.767344925
503	8.767184063
504	8.767048934
505	8.766911068
506	8.766771764
507	8.766620238
508	8.766567947
509	8.766435412
510	8.766427926
511	8.766362422
512	8.766290452
513	8.766030303
514	8.765812606
515	8.765614288
516	8.765541539
517	8.765450309
518	8.765442215
519	8.765260325
520	8.765249239
521	8.765088428
522	8.764904886
523	8.764792758
524	8.764647981
525	8.764407979
526	8.764209452
527	8.764043144
528	8.763864798
529	8.763686733
530	8.763612349
531	8.763489715
532	8.763292881
533	8.76320026
534	8.763175845
535	8.763116582
536	8.762958534
537	8.762804998
538	8.762663292
539	8.762384809
540	8.76218927
541	8.761925373
542	8.761775127
543	8.761640754
544	8.761520099
545	8.761446812
546	8.761256606
547	8.761086396
548	8.76090421
549	8.760767185
550	8.760619387
551	8.760549632
552	8.760462944
553	8.760289822
554	8.760148955
555	8.759986491
556	8.759935609
557	8.759820932
558	8.759696703
559	8.759543713
560	8.759340141
561	8.759156936
562	8.758995392
563	8.758800689
564	8.758551551
565	8.758520667
566	8.758340771
567	8.758091187
568	8.757916013
569	8.757728772
570	8.757503596
571	8.757438584
572	8.757408571
573	8.75729065
574	8.757216031
575	8.757094078
576	8.756931572
577	8.756846065
578	8.756696676
579	8.756583587
580	8.756404035
581	8.75620847
582	8.756071427
583	8.755814223
584	8.755631445
585	8.755518587
586	8.755515866
587	8.755459167
588	8.755367776
589	8.755189262
590	8.755008929
591	8.754768495
592	8.754641659
593	8.754520022
594	8.754450479
595	8.754275662
596	8.75406321
597	8.753947908
598	8.753749906
599	8.753634277
600	8.753570731
601	8.753363902
602	8.753264187
603	8.753211289
604	8.753090037
605	8.75293825
606	8.752818091
607	8.752651587
608	8.752611851
609	8.752487988
610	8.752365726
611	8.752250448
612	8.75222756
613	8.752073267
614	8.751907301
615	8.751763854
616	8.751655647
617	8.751470272
618	8.751349347
619	8.751303886
620	8.751154201
621	8.751027974
622	8.750887786
623	8.750660782
624	8.750409417
625	8.750249008
626	8.750147248
627	8.749970817
628	8.74985397
629	8.749669711
630	8.749652954
631	8.749495519
632	8.749335799
633	8.749198208
634	8.749080012
635	8.748933667
636	8.748914656
637	8.74880161
638	8.748619423
639	8.748441367
640	8.748315997
641	8.748279644
642	8.74811625
643	8.747957149
644	8.747928655
645	8.747809407
646	8.747630904
647	8.747595647
648	8.747453786
649	8.747325327
650	8.747169438
651	8.747004445
652	8.74684709
653	8.746592476
654	8.746430679
655	8.746201372
656	8.746040169
657	8.745847178
658	8.745593213
659	8.74557043
660	8.745413378
661	8.74522174
662	8.745153294
663	8.744991107
664	8.744799097
665	8.744750075
666	8.744595177
667	8.744379904
668	8.744221282
669	8.7440926
670	8.743884235
671	8.743706484
672	8.743587434
673	8.743510391
674	8.743333647
675	8.743242616
676	8.743194277
677	8.743052676
678	8.742906766
679	8.742702993
680	8.742671083
681	8.742575462
682	8.742423361
683	8.742280722
684	8.742120424
685	8.741934064
686	8.741857298
687	8.741699578
688	8.741601673
689	8.741523718
690	8.741329067
691	8.741162932
692	8.740998652
693	8.740956532
694	8.740913791
695	8.740761976
696	8.740607174
697	8.740448098
698	8.740266694
699	8.740014978
700	8.739866024
701	8.739764098
702	8.739644465
703	8.739491835
704	8.739429018
705	8.739255303
706	8.739127014
707	8.739054387
708	8.738959387
709	8.738794607
710	8.738776904
711	8.738603021
712	8.738582264
713	8.738423412
714	8.738367013
715	8.738286687
716	8.738175856
717	8.738127035
718	8.737985394
719	8.737928282
720	8.737775819
721	8.737715014
722	8.737556751
723	8.737484707
724	8.737345308
725	8.73730458
726	8.73716503
727	8.736980586
728	8.736835678
729	8.736711254
730	8.736534102
731	8.736444381
732	8.73624496
733	8.736055508
734	8.735840722
735	8.73567473
736	8.735552548
737	8.735357385
738	8.735133429
739	8.73495278
740	8.734922652
741	8.734837167
742	8.734689699
743	8.734603914
744	8.734450041
745	8.734376184
746	8.734322241
747	8.73422427
748	8.73404432
749	8.7338444
750	8.733773386
751	8.733676039
752	8.733569531
753	8.733559355
754	8.733386182
755	8.733310025
756	8.733265481
757	8.733098788
758	8.732985007
759	8.732943348
760	8.732824981
761	8.732676427
762	8.732439072
763	8.732302395
764	8.732119656
765	8.732010062
766	8.7318414
767	8.731666806
768	8.731601435
769	8.731443549
770	8.73128879
771	8.731150262
772	8.731025214
773	8.730838623
774	8.730693163
775	8.730560342
776	8.730372671
777	8.730354591
778	8.730306004
779	8.730116286
780	8.729933951
781	8.729750883
782	8.729537589
783	8.729493423
784	8.729355859
785	8.729240318
786	8.729113758
787	8.728994446
788	8.728866732
789	8.72870776
790	8.728514969
791	8.728431154
792	8.728311517
793	8.728216458
794	8.728091673
795	8.727979899
796	8.727860957
797	8.727708162
798	8.727558762
799	8.727495748
800	8.727355209
801	8.727214246
802	8.727192331
803	8.727176036
804	8.727081693
805	8.726921287
806	8.726775292
807	8.726618779
808	8.726471098
809	8.726307284
810	8.726173171
811	8.726144987
812	8.725964499
813	8.725834373
814	8.725673594
815	8.725560333
816	8.725383416
817	8.7252654
818	8.725249717
819	8.725130996
820	8.724960223
821	8.72490225
822	8.724746531
823	8.724652401
824	8.72450608
825	8.724389819
826	8.724195853
827	8.724066811
828	8.723897648
829	8.723815411
830	8.723794013
831	8.723789982
832	8.723654052
833	8.723515509
834	8.723386246
835	8.723340193
836	8.723191292
837	8.723032723
838	8.722997491
839	8.722888993
840	8.722794425
841	8.722633409
842	8.722532192
843	8.722388783
844	8.722320287
845	8.7222875
846	8.722231317
847	8.722084261
848	8.722015287
849	8.721880056
850	8.721737944
851	8.721559749
852	8.721458882
853	8.721328323
854	8.721138027
855	8.720951817
856	8.720846244
857	8.72077019
858	8.720640672
859	8.720572321
860	8.720377001
861	8.720234721
862	8.720172621
863	8.72009494
864	8.720013357
865	8.719886963
866	8.719803451
867	8.71967691
868	8.719477745
869	8.719339774
870	8.719199638
871	8.719048618
872	8.718951321
873	8.718921275
874	8.718790883
875	8.718639059
876	8.718549981
877	8.718356262
878	8.718205636
879	8.718121232
880	8.717917551
881	8.717868487
882	8.717773762
883	8.717711471
884	8.717522187
885	8.717322222
886	8.717231214
887	8.717122782
888	8.716996503
889	8.716930355
890	8.716769526
891	8.716630923
892	8.716488101
893	8.716426563
894	8.71629016
895	8.716139501
896	8.716015819
897	8.715979552
898	8.715942381
899	8.71578498
900	8.715648948
901	8.715602062
902	8.715483899
903	8.715452076
904	8.715334928
905	8.715152634
906	8.715021093
907	8.714997055
908	8.71484647
909	8.714762665
910	8.714625469
911	8.714478518
912	8.714333921
913	8.714174574
914	8.71399742
915	8.713972397
916	8.713955965
917	8.713827035
918	8.713702115
919	8.713563168
920	8.713346195
921	8.713190847
922	8.713076598
923	8.713016235
924	8.712851708
925	8.712712553
926	8.712574211
927	8.712538029
928	8.71237393
929	8.71220633
930	8.712077052
931	8.711875202
932	8.711717524
933	8.711671009
934	8.711600612
935	8.711453092
936	8.711320936
937	8.711283822
938	8.71121095
939	8.711074148
940	8.710923642
941	8.710851905
942	8.710711492
943	8.710687577
944	8.710578615
945	8.710443171
946	8.71037255
947	8.710325621
948	8.710185043
949	8.710123228
950	8.710006012
951	8.709896823
952	8.709781026
953	8.709761039
954	8.7096299
955	8.709469146
956	8.70933475
957	8.709195762
958	8.708991719
959	8.708833993
960	8.708706074
961	8.708584689
962	8.708442027
963	8.708215528
964	8.708171426
965	8.708055584
966	8.707919314
967	8.707815736
968	8.707652905
969	8.707611306
970	8.707596509
971	8.707496997
972	8.707300813
973	8.707169466
974	8.707081577
975	8.706973378
976	8.706855075
977	8.706688936
978	8.70652484
979	8.706430922
980	8.70628942
981	8.706141313
982	8.706104245
983	8.705973083
984	8.705839413
985	8.705751
986	8.705735245
987	8.705721538
988	8.705608037
989	8.705496124
990	8.705402051
991	8.705248508
992	8.705133396
993	8.705050781
994	8.705000503
995	8.704863824
996	8.704839373
997	8.704757495
998	8.704569184
999	8.704459904
1000	8.704342751
1001	8.704190778
1002	8.704107943
1003	8.703951066
1004	8.703921268
1005	8.703776234
1006	8.703620676
1007	8.703463004
1008	8.703350515
1009	8.703322272
1010	8.703245407
1011	8.703173209
1012	8.703078479
1013	8.702922605
1014	8.70283759
1015	8.702723239
1016	8.702583607
1017	8.702463272
1018	8.702354932
1019	8.70219954
1020	8.702055452
1021	8.701878773
1022	8.701770998
1023	8.701604029
1024	8.701418929
1025	8.701406574
1026	8.701252667
1027	8.701174271
1028	8.701148737
1029	8.701003843
1030	8.700918233
1031	8.700827403
1032	8.70069594
1033	8.700586161
1034	8.700476098
1035	8.700377677
1036	8.700366263
1037	8.700240528
1038	8.70019423
1039	8.700100822
1040	8.699975452
1041	8.699807149
1042	8.6996279
1043	8.699487519
1044	8.699379154
1045	8.699336365
1046	8.699195735
1047	8.699113418
1048	8.698993377
1049	8.698852519
1050	8.698713952
1051	8.698563471
1052	8.698413273
1053	8.698332319
1054	8.698313283
1055	8.698150354
1056	8.697975815
1057	8.69793465
1058	8.697854795
1059	8.697686732
1060	8.697532
1061	8.697395108
1062	8.697270196
1063	8.697119426
1064	8.697000868
1065	8.696817405
1066	8.696718799
1067	8.696640669
1068	8.696488768
1069	8.696468332
1070	8.696335791
1071	8.696279552
1072	8.696112104
1073	8.696051304
1074	8.6958708
1075	8.695700159
1076	8.695553167
1077	8.695404347
1078	8.695246905
1079	8.695112312
1080	8.695072519
1081	8.694982365
1082	8.694819382
1083	8.694634189
1084	8.694470133
1085	8.694367416
1086	8.694283783
1087	8.6941461
1088	8.694028052
1089	8.693900884
1090	8.693768403
1091	8.69364775
1092	8.693537176
1093	8.693518218
1094	8.693452755
1095	8.693316525
1096	8.693188015
1097	8.693075754
1098	8.693039454
1099	8.692933203
1100	8.692773113
1101	8.692615297
1102	8.692438682
1103	8.692426631
1104	8.692281709
1105	8.692160214
1106	8.692092248
1107	8.691973651
1108	8.691813007
1109	8.691699948
1110	8.691632344
1111	8.691510629
1112	8.691417524
1113	8.69131564
1114	8.691280111
1115	8.691192501
1116	8.691133262
1117	8.691058307
1118	8.691037233
1119	8.690925542
1120	8.690854659
1121	8.690755656
1122	8.690595125
1123	8.690442438
1124	8.69030403
1125	8.690248174
1126	8.690165199
1127	8.690020871
1128	8.689868611
1129	8.689751511
1130	8.689572864
1131	8.689412156
1132	8.689311883
1133	8.689148497
1134	8.689119885
1135	8.688948326
1136	8.688836159
1137	8.688667313
1138	8.68860966
1139	8.688503735
1140	8.688422479
1141	8.688379464
1142	8.688283691
1143	8.688263375
1144	8.688104924
1145	8.688052807
1146	8.687931266
1147	8.68776328
1148	8.687637546
1149	8.687492895
1150	8.687339742
1151	8.687223415
1152	8.68712932
1153	8.687009294
1154	8.686890338
1155	8.686707108
1156	8.686651976
1157	8.686593527
1158	8.68655312
1159	8.686457162
1160	8.6864047
1161	8.686207701
1162	8.686189823
1163	8.686157106
1164	8.686037129
1165	8.685921042
1166	8.685789303
1167	8.685737343
1168	8.68566822
1169	8.685627665
1170	8.685525396
1171	8.685490176
1172	8.685346409
1173	8.685227677
1174	8.685149749
1175	8.684993112
1176	8.684913492
1177	8.684792911
1178	8.684612821
1179	8.684492334
1180	8.684391795
1181	8.684332433
1182	8.684209527
1183	8.68406107
1184	8.683878834
1185	8.683747236
1186	8.68364729
1187	8.683488919
1188	8.683394343
1189	8.683305705
1190	8.68323496
1191	8.683202649
1192	8.683045458
1193	8.682886399
1194	8.682833345
1195	8.682666067
1196	8.682543849
1197	8.682417748
1198	8.682297725
1199	8.682179869
1200	8.682135276
1201	8.68204636
1202	8.682016547
1203	8.681909964
1204	8.681775208
1205	8.681620421
1206	8.681465486
1207	8.681339286
1208	8.681224548
1209	8.681169782
1210	8.681035271
1211	8.681024144
1212	8.680900172
1213	8.680775341
1214	8.680765809
1215	8.680666225
1216	8.680515542
1217	8.680391765
1218	8.680295589
1219	8.680107728
1220	8.679956543
1221	8.67992565
1222	8.679880601
1223	8.679764684
1224	8.679678674
1225	8.679633696
1226	8.679575537
1227	8.679566918
1228	8.679417369
1229	8.67932097
1230	8.679196903
1231	8.679050625
1232	8.678973023
1233	8.678804853
1234	8.678651011
1235	8.678512473
1236	8.678417587
1237	8.678355911
1238	8.678177104
1239	8.678066064
1240	8.677921052
1241	8.677826595
1242	8.67767548
1243	8.677532719
1244	8.677439824
1245	8.677267144
1246	8.677186478
1247	8.677046433
1248	8.676943302
1249	8.676814814
1250	8.676753397
1251	8.676632194
1252	8.676517942
1253	8.676374993
1254	8.676215146
1255	8.676060335
1256	8.67598926
1257	8.675900583
1258	8.675817771
1259	8.675803615
1260	8.675677487
1261	8.675593557
1262	8.675466483
1263	8.67542101
1264	8.675322265
1265	8.67525886
1266	8.675189105
1267	8.675079268
1268	8.674966502
1269	8.674842613
1270	8.674737135
1271	8.67469426
1272	8.674542658
1273	8.674411922
1274	8.674275677
1275	8.674113208
1276	8.673993937
1277	8.673886728
1278	8.67384507
1279	8.673725166
1280	8.67359404
1281	8.673416182
1282	8.673363119
1283	8.673279054
1284	8.673124929
1285	8.673008153
1286	8.6728341
1287	8.67271791
1288	8.672574745
1289	8.672545545
1290	8.672451243
1291	8.672341132
1292	8.672255597
1293	8.672142246
1294	8.672104382
1295	8.672043421
1296	8.671891145
1297	8.671795877
1298	8.671641845
1299	8.671595724
1300	8.671582557
1301	8.671412751
1302	8.671337375
1303	8.671313999
1304	8.671184073
1305	8.671072641
1306	8.670929917
1307	8.670739993
1308	8.670600677
1309	8.670445785
1310	8.670304853
1311	8.6701939
1312	8.670044295
1313	8.669996893
1314	8.669946759
1315	8.669917316
1316	8.669859653
1317	8.669767676
1318	8.669714459
1319	8.669625664
1320	8.669540323
1321	8.669518697
1322	8.669407878
1323	8.669316533
1324	8.669266159
1325	8.66911608
1326	8.669019465
1327	8.668945441
1328	8.668920705
1329	8.668788375
1330	8.668673586
1331	8.668537317
1332	8.668488018
1333	8.668371466
1334	8.668335963
1335	8.668205876
1336	8.668187133
1337	8.668145522
1338	8.668076256
1339	8.667991085
1340	8.6679635
1341	8.667798479
1342	8.667685363
1343	8.66757937
1344	8.667434871
1345	8.66734932
1346	8.667267507
1347	8.667165767
1348	8.667062673
1349	8.666954998
1350	8.666822692
1351	8.666747017
1352	8.666698413
1353	8.666599027
1354	8.666581415
1355	8.666416985
1356	8.66634539
1357	8.66632225
1358	8.666140293
1359	8.666012094
1360	8.665907434
1361	8.665779468
1362	8.665642225
1363	8.665544839
1364	8.665446823
1365	8.665300554
1366	8.665184318
1367	8.665114578
1368	8.665088259
1369	8.664933104
1370	8.66480359
1371	8.664698985
1372	8.66468768
1373	8.664570216
1374	8.664538341
1375	8.664419592
1376	8.66428392
1377	8.664200341
1378	8.664047642
1379	8.663934466
1380	8.663832178
1381	8.663717693
1382	8.663599748
1383	8.663433041
1384	8.663311895
1385	8.663184589
1386	8.663078705
1387	8.662965983
1388	8.662854025
1389	8.662734862
1390	8.662592827
1391	8.662467086
1392	8.662368781
1393	8.662236067
1394	8.662133068
1395	8.662058409
1396	8.661944518
1397	8.661805107
1398	8.661678366
1399	8.661594551
1400	8.661463052
1401	8.66136465
1402	8.661270059
1403	8.661154345
1404	8.661056137
1405	8.66097492
1406	8.660928792
1407	8.660841705
1408	8.660718262
1409	8.660572373
1410	8.660521652
1411	8.660395098
1412	8.660310539
1413	8.660302234
1414	8.660196117
1415	8.660046905
1416	8.659933849
1417	8.659837539
1418	8.659715539
1419	8.659603479
1420	8.659487418
1421	8.659422127
1422	8.659287486
1423	8.659190197
1424	8.659056081
1425	8.658961593
1426	8.658846305
1427	8.658715551
1428	8.658628947
1429	8.658468939
1430	8.658370847
1431	8.658261864
1432	8.658228916
1433	8.65812557
1434	8.658011534
1435	8.657992899
1436	8.657799713
1437	8.657735048
1438	8.657681727
1439	8.657619245
1440	8.657588556
1441	8.657470453
1442	8.657403436
1443	8.657349128
1444	8.657295222
1445	8.657157199
1446	8.657053832
1447	8.656940483
1448	8.656929265
1449	8.656795248
1450	8.656715201
1451	8.656574946
1452	8.656441181
1453	8.656377234
1454	8.656255814
1455	8.656170097
1456	8.656062101
1457	8.655940986
1458	8.655853358
1459	8.655727531
1460	8.655596001
1461	8.655516447
1462	8.655377934
1463	8.655287583
1464	8.65519796
1465	8.655086826
1466	8.654979415
1467	8.654873325
1468	8.654853474
1469	8.654773309
1470	8.654618155
1471	8.654515264
1472	8.654406374
1473	8.654343504
1474	8.654207987
1475	8.654124066
1476	8.65397374
1477	8.653873927
1478	8.653738592
1479	8.653592561
1480	8.653466055
1481	8.653365882
1482	8.653318537
1483	8.653208183
1484	8.653118343
1485	8.653099201
1486	8.653029598
1487	8.652904163
1488	8.652764842
1489	8.652728639
1490	8.652593632
1491	8.65247637
1492	8.652373569
1493	8.652258619
1494	8.652099088
1495	8.65199457
1496	8.651861077
1497	8.65180583
1498	8.651710517
1499	8.651677846
1500	8.651555552
1501	8.651450088
1502	8.651340412
1503	8.651271508
1504	8.651105912
1505	8.650950003
1506	8.650781333
1507	8.650748172
1508	8.65063613
1509	8.650543154
1510	8.650444978
1511	8.650423057
1512	8.650315396
1513	8.650190628
1514	8.650047864
1515	8.649958238
1516	8.649812163
1517	8.649701111
1518	8.649638432
1519	8.649592456
1520	8.649462272
1521	8.649303917
1522	8.649169799
1523	8.649121814
1524	8.649007823
1525	8.648891012
1526	8.648783284
1527	8.648674414
1528	8.648550745
1529	8.648437939
1530	8.648323264
1531	8.648298303
1532	8.648207587
1533	8.648129901
1534	8.648023786
1535	8.647913054
1536	8.647799691
1537	8.647753205
1538	8.647581559
1539	8.647517039
1540	8.647382572
1541	8.647241977
1542	8.647198324
1543	8.647075303
1544	8.646992318
1545	8.646962689
1546	8.646852069
1547	8.646775552
1548	8.646659069
1549	8.646553286
1550	8.646387816
1551	8.646249952
1552	8.646109055
1553	8.645977613
1554	8.645936256
1555	8.645815819
1556	8.645663923
1557	8.645565908
1558	8.645499484
1559	8.645341708
1560	8.645322292
1561	8.645159192
1562	8.645052792
1563	8.644945691
1564	8.644907095
1565	8.644796785
1566	8.644642008
1567	8.644549802
1568	8.644460887
1569	8.644299387
1570	8.644275118
1571	8.644113465
1572	8.643977929
1573	8.643907415
1574	8.643789625
1575	8.643694404
1576	8.643559161
1577	8.643449921
1578	8.643320953
1579	8.643128211
1580	8.643092413
1581	8.643006619
1582	8.642858359
1583	8.642724621
1584	8.642600334
1585	8.642431137
1586	8.642330843
1587	8.642242537
1588	8.642109169
1589	8.641982999
1590	8.641895424
1591	8.641847666
1592	8.641832932
1593	8.641717835
1594	8.641604704
1595	8.641480881
1596	8.641447192
1597	8.64131687
1598	8.64124255
1599	8.641129999
1600	8.641003919
1601	8.640892086
1602	8.640729027
1603	8.640571692
1604	8.640413897
1605	8.64033241
1606	8.640251085
1607	8.640128843
1608	8.640043078
1609	8.639959021
1610	8.639867407
1611	8.639772594
1612	8.639637502
1613	8.639564229
1614	8.639454495
1615	8.639298613
1616	8.639185192
1617	8.639064615
1618	8.638934664
1619	8.638921326
1620	8.638810155
1621	8.63869116
1622	8.63861256
1623	8.638477985
1624	8.638363918
1625	8.638236057
1626	8.638128113
1627	8.63798877
1628	8.637883534
1629	8.637773828
1630	8.637680309
1631	8.637557346
1632	8.637441287
1633	8.637344928
1634	8.637203215
1635	8.637103358
1636	8.637020297
1637	8.636867818
1638	8.63675213
1639	8.636649345
1640	8.636549793
1641	8.636377008
1642	8.636234446
1643	8.636092944
1644	8.636063883
1645	8.636006346
1646	8.635973674
1647	8.635859846
1648	8.635772975
1649	8.635683322
1650	8.635546404
1651	8.635493463
1652	8.63537174
1653	8.635256932
1654	8.635139282
1655	8.635014571
1656	8.634915957
1657	8.634821334
1658	8.634680176
1659	8.634591854
1660	8.634444348
1661	8.634331202
1662	8.634232334
1663	8.634147688
1664	8.633996519
