iter	RMSE
1665	8.633871748
1666	8.633755502
1667	8.633664828
1668	8.633637604
1669	8.633548737
1670	8.633496248
1671	8.633357514
1672	8.633230521
1673	8.633126788
1674	8.633001222
1675	8.632965381
1676	8.632939806
1677	8.632775141
1678	8.632762004
1679	8.632724934
1680	8.632573494
1681	8.63243267
1682	8.632364709
1683	8.632306272
1684	8.632237078
1685	8.632134224
1686	8.632084755
1687	8.63196535
1688	8.631804371
1689	8.631694254
1690	8.631561745
1691	8.63146832
1692	8.631376416
1693	8.631244701
1694	8.63119857
1695	8.631094684
1696	8.631053696
1697	8.630931403
1698	8.630849503
1699	8.63071698
1700	8.630592706
1701	8.630450783
1702	8.630378948
1703	8.63024155
1704	8.630187523
1705	8.630058171
1706	8.629937067
1707	8.629835453
1708	8.629738713
1709	8.629649835
1710	8.629561295
1711	8.629464473
1712	8.629441113
1713	8.629334312
1714	8.629269681
1715	8.629126826
1716	8.628994375
1717	8.628986702
1718	8.628865222
1719	8.628755097
1720	8.628653881
1721	8.628480106
1722	8.628431874
1723	8.628367513
1724	8.62827285
1725	8.628181463
1726	8.628097376
1727	8.62791561
1728	8.627848823
1729	8.627706604
1730	8.62758585
1731	8.627459888
1732	8.627288366
1733	8.627201063
1734	8.627117214
1735	8.627020177
1736	8.626940383
1737	8.626794424
1738	8.626680596
1739	8.626658148
1740	8.626636584
1741	8.626522856
1742	8.626360909
1743	8.626311096
1744	8.626172409
1745	8.626085989
1746	8.625944156
1747	8.625823809
1748	8.625712923
1749	8.625581556
1750	8.625453784
1751	8.62536799
1752	8.625348754
1753	8.625295766
1754	8.625154306
1755	8.62498404
1756	8.624839754
1757	8.62470123
1758	8.624570351
1759	8.624449874
1760	8.624281245
1761	8.624167769
1762	8.624053309
1763	8.623959187
1764	8.623829213
1765	8.62369751
1766	8.623558568
1767	8.623479561
1768	8.623354861
1769	8.623259888
1770	8.623148003
1771	8.623063134
1772	8.623039595
1773	8.622873386
1774	8.62275085
1775	8.622582155
1776	8.622473894
1777	8.622337624
1778	8.62227242
1779	8.622180822
1780	8.622070872
1781	8.622024044
1782	8.621936533
1783	8.621881889
1784	8.621743416
1785	8.621682242
1786	8.621555999
1787	8.621432724
1788	8.621335834
1789	8.621255359
1790	8.62114401
1791	8.621034539
1792	8.620953205
1793	8.620874698
1794	8.620749003
1795	8.620702666
1796	8.620671044
1797	8.620597013
1798	8.620523579
1799	8.620420716
1800	8.620273643
1801	8.620258205
1802	8.620106333
1803	8.619983885
1804	8.619948469
1805	8.619900471
1806	8.619745091
1807	8.619658899
1808	8.619576481
1809	8.619485506
1810	8.619364801
1811	8.619291084
1812	8.619280942
1813	8.619237305
1814	8.619115712
1815	8.619045616
1816	8.618932152
1817	8.618902713
1818	8.618778673
1819	8.618713921
1820	8.618636767
1821	8.618519553
1822	8.618439237
1823	8.618376201
1824	8.618247963
1825	8.618108715
1826	8.617994298
1827	8.617924537
1828	8.617802957
1829	8.617752047
1830	8.617648008
1831	8.617560885
1832	8.617541315
1833	8.617524434
1834	8.617443262
1835	8.617376396
1836	8.617272781
1837	8.61713865
1838	8.617017163
1839	8.61699827
1840	8.616830796
1841	8.616707532
1842	8.616587007
1843	8.616529417
1844	8.61650388
1845	8.616388622
1846	8.616279976
1847	8.616189232
1848	8.616125436
1849	8.616012295
1850	8.615925177
1851	8.615833684
1852	8.615704712
1853	8.615637139
1854	8.615561473
1855	8.615450016
1856	8.615335026
1857	8.615219265
1858	8.615202343
1859	8.615090065
1860	8.615035926
1861	8.614936872
1862	8.614892196
1863	8.614748828
1864	8.614701889
1865	8.61460351
1866	8.614515555
1867	8.61436644
1868	8.614243996
1869	8.614154711
1870	8.614063658
1871	8.613937852
1872	8.61379164
1873	8.613758665
1874	8.613741695
1875	8.613691035
1876	8.613565331
1877	8.613467534
1878	8.613355543
1879	8.613315315
1880	8.613200098
1881	8.6130942
1882	8.612966466
1883	8.61290173
1884	8.612781369
1885	8.612609176
1886	8.612516205
1887	8.612415802
1888	8.61232142
1889	8.612191141
1890	8.612121185
1891	8.612048101
1892	8.611986107
1893	8.611967227
1894	8.61187685
1895	8.611842028
1896	8.611757878
1897	8.61161766
1898	8.611505051
1899	8.611364711
1900	8.611222886
1901	8.61115085
1902	8.611014549
1903	8.610972059
1904	8.61083753
1905	8.610784895
1906	8.61069675
1907	8.610603373
1908	8.610424539
1909	8.610410583
1910	8.610368232
1911	8.610237609
1912	8.610138124
1913	8.609985733
1914	8.609924795
1915	8.609855128
1916	8.60974257
1917	8.609626064
1918	8.609490737
1919	8.609371176
1920	8.609340319
1921	8.609213838
1922	8.609129304
1923	8.609079352
1924	8.608954387
1925	8.608814764
1926	8.608691475
1927	8.608583007
1928	8.608520116
1929	8.608421594
1930	8.608343665
1931	8.608324579
1932	8.608251187
1933	8.608124713
1934	8.608044184
1935	8.607934712
1936	8.607821058
1937	8.607735339
1938	8.607634602
1939	8.607558074
1940	8.607476465
1941	8.607309091
1942	8.607209128
1943	8.607085181
1944	8.60705192
1945	8.607006832
1946	8.606959491
1947	8.606874258
1948	8.606742829
1949	8.606695606
1950	8.606554437
1951	8.606438165
1952	8.606328803
1953	8.606266623
1954	8.606195891
1955	8.606091955
1956	8.606048966
1957	8.60598892
1958	8.605953039
1959	8.605905788
1960	8.605786908
1961	8.605678608
1962	8.605578684
1963	8.605473139
1964	8.605412316
1965	8.605304307
1966	8.605222089
1967	8.605196069
1968	8.605126917
1969	8.605097898
1970	8.604944246
1971	8.604823813
1972	8.604724766
1973	8.604579151
1974	8.604431598
1975	8.604383665
1976	8.604260262
1977	8.604250744
1978	8.604212399
1979	8.60407213
1980	8.604037496
1981	8.603950345
1982	8.60381177
1983	8.603763394
1984	8.603725208
1985	8.603683583
1986	8.603599739
1987	8.603485911
1988	8.603449369
1989	8.603388508
1990	8.603319266
1991	8.603300099
1992	8.603217189
1993	8.603125193
1994	8.603003915
1995	8.602908824
1996	8.602801428
1997	8.602739161
1998	8.602626137
1999	8.602495284
2000	8.602472139
2001	8.602354754
2002	8.602283479
2003	8.602180348
2004	8.602057405
2005	8.601897496
2006	8.601817214
2007	8.60173275
2008	8.60167041
2009	8.601576851
2010	8.601478613
2011	8.601369151
2012	8.601238207
2013	8.601146877
2014	8.601094304
2015	8.601032796
2016	8.600924417
2017	8.60084988
2018	8.600764925
2019	8.600625424
2020	8.600490684
2021	8.600386693
2022	8.600296837
2023	8.600203341
2024	8.600168414
2025	8.600027656
2026	8.599991428
2027	8.599898505
2028	8.599845975
2029	8.599823026
2030	8.59975596
2031	8.599647316
2032	8.599516156
2033	8.599415701
2034	8.599311313
2035	8.599210683
2036	8.599104829
2037	8.599025489
2038	8.599005499
2039	8.598962041
2040	8.59888232
2041	8.598778862
2042	8.598713835
2043	8.598602782
2044	8.598449788
2045	8.598399698
2046	8.598295893
2047	8.598181091
2048	8.598038225
2049	8.598024591
2050	8.598002313
2051	8.597870327
2052	8.597744484
2053	8.597661026
2054	8.597586668
2055	8.597448018
2056	8.597327575
2057	8.597236722
2058	8.597139391
2059	8.597044888
2060	8.597019643
2061	8.596936223
2062	8.596827288
2063	8.596723637
2064	8.596627574
2065	8.596495866
2066	8.596379354
2067	8.596308925
2068	8.596184739
2069	8.596108201
2070	8.596003352
2071	8.595882876
2072	8.5957525
2073	8.595711719
2074	8.595589846
2075	8.595575471
2076	8.59547085
2077	8.595369653
2078	8.595261642
2079	8.595154354
2080	8.595008704
2081	8.594947303
2082	8.594845213
2083	8.594760716
2084	8.594619381
2085	8.594491245
2086	8.594434727
2087	8.594330977
2088	8.594315818
2089	8.594246447
2090	8.594139693
2091	8.594049255
2092	8.593955609
2093	8.593848026
2094	8.593761263
2095	8.593688178
2096	8.593637318
2097	8.593613938
2098	8.593457992
2099	8.593381711
2100	8.593273968
2101	8.593164549
2102	8.593106315
2103	8.593059164
2104	8.592906031
2105	8.592781922
2106	8.592665738
2107	8.592575193
2108	8.59245355
2109	8.592322713
2110	8.592279883
2111	8.592230387
2112	8.592217076
2113	8.592128101
2114	8.592023396
2115	8.59190626
2116	8.591773137
2117	8.591650246
2118	8.591627796
2119	8.591524672
2120	8.591437504
2121	8.591340768
2122	8.591313996
2123	8.591187463
2124	8.591086707
2125	8.590956419
2126	8.590865595
2127	8.590814589
2128	8.590784036
2129	8.590662708
2130	8.590571495
2131	8.590494118
2132	8.590460029
2133	8.590383006
2134	8.590293506
2135	8.590164825
2136	8.590032751
2137	8.589965913
2138	8.589909149
2139	8.589791987
2140	8.589742827
2141	8.589622734
2142	8.589524321
2143	8.589432551
2144	8.589376129
2145	8.589277421
2146	8.589142942
2147	8.589075224
2148	8.588981305
2149	8.588940891
2150	8.588873245
2151	8.588782278
2152	8.588628601
2153	8.588488568
2154	8.588380309
2155	8.588281176
2156	8.588270316
2157	8.588132498
2158	8.587976354
2159	8.587903063
2160	8.587874255
2161	8.587769567
2162	8.587650103
2163	8.587521642
2164	8.587406533
2165	8.587301963
2166	8.587185353
2167	8.587051205
2168	8.587021563
2169	8.586885714
2170	8.586765519
2171	8.586735466
2172	8.586593064
2173	8.586513513
2174	8.586383466
2175	8.586259514
2176	8.586126662
2177	8.586008631
2178	8.585869016
2179	8.585786738
2180	8.58576541
2181	8.5856841
2182	8.585521965
2183	8.585449597
2184	8.585385007
2185	8.585311197
2186	8.585188881
2187	8.585122313
2188	8.585087116
2189	8.585025532
2190	8.584949579
2191	8.584877121
2192	8.584847619
2193	8.584759676
2194	8.584674179
2195	8.584532601
2196	8.584499132
2197	8.584402084
2198	8.584257917
2199	8.584183789
2200	8.584092992
2201	8.583958852
2202	8.583822133
2203	8.583733416
2204	8.583632167
2205	8.583562316
2206	8.583506976
2207	8.583399917
2208	8.583367639
2209	8.583263829
2210	8.583139713
2211	8.583009789
2212	8.582915703
2213	8.58280899
2214	8.58268724
2215	8.582590297
2216	8.582451571
2217	8.582324834
2218	8.582235205
2219	8.582165761
2220	8.582078713
2221	8.581987043
2222	8.581871888
2223	8.581769926
2224	8.581701677
2225	8.581668978
2226	8.58153323
2227	8.581513594
2228	8.581417028
2229	8.581315226
2230	8.581164619
2231	8.581124588
2232	8.581057912
2233	8.580955463
2234	8.580853071
2235	8.580784721
2236	8.580702985
2237	8.580576122
2238	8.580524707
2239	8.580414453
2240	8.58030024
2241	8.580215426
2242	8.580110047
2243	8.580000578
2244	8.57995879
2245	8.579894723
2246	8.579805542
2247	8.579713878
2248	8.579663033
2249	8.579551117
2250	8.579434456
2251	8.579329454
2252	8.579287584
2253	8.579241095
2254	8.579171769
2255	8.579106233
2256	8.578971978
2257	8.57893652
2258	8.57880295
2259	8.578711565
2260	8.578578037
2261	8.578459749
2262	8.578401206
2263	8.578296457
2264	8.578221389
2265	8.578115777
2266	8.578053638
2267	8.577957104
2268	8.577904127
2269	8.577795712
2270	8.577633973
2271	8.577501713
2272	8.577397082
2273	8.57735145
2274	8.577314925
2275	8.577249343
2276	8.577177568
2277	8.577045233
2278	8.576914081
2279	8.576860908
2280	8.576786095
2281	8.576672189
2282	8.576594391
2283	8.576507645
2284	8.576410692
2285	8.576336894
2286	8.57620393
2287	8.576095077
2288	8.575976927
2289	8.575888525
2290	8.575802474
2291	8.575756922
2292	8.575657265
2293	8.575546488
2294	8.575453436
2295	8.575352473
2296	8.575237069
2297	8.575114419
2298	8.575018838
2299	8.574884319
2300	8.574749788
2301	8.574683037
2302	8.574586264
2303	8.57446075
2304	8.574401505
2305	8.574273845
2306	8.574249199
2307	8.574126849
2308	8.574044725
2309	8.573912838
2310	8.573863003
2311	8.57380995
2312	8.573681907
2313	8.573566976
2314	8.573504988
2315	8.573397354
2316	8.573361496
2317	8.573271074
2318	8.573141831
2319	8.573033878
2320	8.572948979
2321	8.572813043
2322	8.572803113
2323	8.572684488
2324	8.572551687
2325	8.572431908
2326	8.572344268
2327	8.572302139
2328	8.572203507
2329	8.572103024
2330	8.572006469
2331	8.571920296
2332	8.571877503
2333	8.571765211
2334	8.571626889
2335	8.571526948
2336	8.571381696
2337	8.571314453
2338	8.571214934
2339	8.571181022
2340	8.57110289
2341	8.571077916
2342	8.570985576
2343	8.570926053
2344	8.570811928
2345	8.570710513
2346	8.570630137
2347	8.570519737
2348	8.570408691
2349	8.570315515
2350	8.570184271
2351	8.570079527
2352	8.569983908
2353	8.569889448
2354	8.569834141
2355	8.569745327
2356	8.569600385
2357	8.569504154
2358	8.569426362
2359	8.56932008
2360	8.569244949
2361	8.569209978
2362	8.569087969
2363	8.569078523
2364	8.568966022
2365	8.568869154
2366	8.568804218
2367	8.568705304
2368	8.568602377
2369	8.568547913
2370	8.568437456
2371	8.568379977
2372	8.568283116
2373	8.568184165
2374	8.568101957
2375	8.568058491
2376	8.567957467
2377	8.567843637
2378	8.567766459
2379	8.567732347
2380	8.567715222
2381	8.567657351
2382	8.567581733
2383	8.567525791
2384	8.567438689
2385	8.567345434
2386	8.567235919
2387	8.567185017
2388	8.567178934
2389	8.567157444
2390	8.567079863
2391	8.567036163
2392	8.566934577
2393	8.566840571
2394	8.566708708
2395	8.566583705
2396	8.566579834
2397	8.566500307
2398	8.566439952
2399	8.566369107
2400	8.566332061
2401	8.566287472
2402	8.566242869
2403	8.566220686
2404	8.566099414
2405	8.565991758
2406	8.565900483
2407	8.565809032
2408	8.565676673
2409	8.565574397
2410	8.565546162
2411	8.565452005
2412	8.565322529
2413	8.565255296
2414	8.565160405
2415	8.565052686
2416	8.564981447
2417	8.564924778
2418	8.564831533
2419	8.564711414
2420	8.5645753
2421	8.564475194
2422	8.564398401
2423	8.564313496
2424	8.564207448
2425	8.564099812
2426	8.563981406
2427	8.563874708
2428	8.563768735
2429	8.563726864
2430	8.563656339
2431	8.563540501
2432	8.563453566
2433	8.56339012
2434	8.563365652
2435	8.563310622
2436	8.563256215
2437	8.563154258
2438	8.563065832
2439	8.562950564
2440	8.562861067
2441	8.562794855
2442	8.562719736
2443	8.562638732
2444	8.562550816
2445	8.562461579
2446	8.562379784
2447	8.562259023
2448	8.562144807
2449	8.562062456
2450	8.561965933
2451	8.561837992
2452	8.561741819
2453	8.561659448
2454	8.561577489
2455	8.56153203
2456	8.561426069
2457	8.561348848
2458	8.561245948
2459	8.561184568
2460	8.561096534
2461	8.561022927
2462	8.560908646
2463	8.560808394
2464	8.560719461
2465	8.560654098
2466	8.560522598
2467	8.560453076
2468	8.560350322
2469	8.560258796
2470	8.560170142
2471	8.560059759
2472	8.559960685
2473	8.559830024
2474	8.559732552
2475	8.559715101
2476	8.559641933
2477	8.559542762
2478	8.5594485
2479	8.559314826
2480	8.559194635
2481	8.559139277
2482	8.559051014
2483	8.558953885
2484	8.558872276
2485	8.558832137
2486	8.55876368
2487	8.558636177
2488	8.558546539
2489	8.558431784
2490	8.558342854
2491	8.558256745
2492	8.558169387
2493	8.558071554
2494	8.55796938
2495	8.557884792
2496	8.557790314
2497	8.557770905
2498	8.557734308
2499	8.557634255
2500	8.557503098
2501	8.557389865
2502	8.557310344
2503	8.557231587
2504	8.557160218
2505	8.557077352
2506	8.556991236
2507	8.556926451
2508	8.556839676
2509	8.556764154
2510	8.556723201
2511	8.55669779
2512	8.556609881
2513	8.556560158
2514	8.556485384
2515	8.556389147
2516	8.556294164
2517	8.556176261
2518	8.556092249
2519	8.555979378
2520	8.555904313
2521	8.555815767
2522	8.555689618
2523	8.555555273
2524	8.555423144
2525	8.555314868
2526	8.555203906
2527	8.555104446
2528	8.555018599
2529	8.554934609
2530	8.554838222
2531	8.554712906
2532	8.554581029
2533	8.554472049
2534	8.554345615
2535	8.554229543
2536	8.554127033
2537	8.554048511
2538	8.55389259
2539	8.553809163
2540	8.553788617
2541	8.553713428
2542	8.553582105
2543	8.553439872
2544	8.553339998
2545	8.553276968
2546	8.553204198
2547	8.553144107
2548	8.553034883
2549	8.5529469
2550	8.552848897
2551	8.552835126
2552	8.552748271
2553	8.552580497
2554	8.552501237
2555	8.552434399
2556	8.552353387
2557	8.552221342
2558	8.552123224
2559	8.552014354
2560	8.551927097
2561	8.551850039
2562	8.551733632
2563	8.551628156
2564	8.551583069
2565	8.551522401
2566	8.551448282
2567	8.551426238
2568	8.5513402
2569	8.551247879
2570	8.551237019
2571	8.551216357
2572	8.551118249
2573	8.551072452
2574	8.550968333
2575	8.550872092
2576	8.550742534
2577	8.550611128
2578	8.550531889
2579	8.550429036
2580	8.55031988
2581	8.550216777
2582	8.55015331
2583	8.550047125
2584	8.549930344
2585	8.549899172
2586	8.54975844
2587	8.54966224
2588	8.549553591
2589	8.549515493
2590	8.549451102
2591	8.54928039
2592	8.549186059
2593	8.549078465
2594	8.548949759
2595	8.548847132
2596	8.548739932
2597	8.548692298
2598	8.548554826
2599	8.548432193
2600	8.548394107
2601	8.5483011
2602	8.54818461
2603	8.548065402
2604	8.548009546
2605	8.547932485
2606	8.547840568
2607	8.547731982
2608	8.547695626
2609	8.547575784
2610	8.547469994
2611	8.547411324
2612	8.547402093
2613	8.547338218
2614	8.547265157
2615	8.547176977
2616	8.547062145
2617	8.546994871
2618	8.546870681
2619	8.546851981
2620	8.546829979
2621	8.546749596
2622	8.546676958
2623	8.546571666
2624	8.546453755
2625	8.546398248
2626	8.54631191
2627	8.54619505
2628	8.54613433
2629	8.546092235
2630	8.546059564
2631	8.545943273
2632	8.54580495
2633	8.545743161
2634	8.545730807
2635	8.545606747
2636	8.545560734
2637	8.545530885
2638	8.545460428
2639	8.545357087
2640	8.545305788
2641	8.545191203
2642	8.54506247
2643	8.545033506
2644	8.544985125
2645	8.544940143
2646	8.544837138
2647	8.544767006
2648	8.544640254
2649	8.54453808
2650	8.54452539
2651	8.544370969
2652	8.544281097
2653	8.544169041
2654	8.544061073
2655	8.544038791
2656	8.543938627
2657	8.543897034
2658	8.543814098
2659	8.543698663
2660	8.543660651
2661	8.543630418
2662	8.543506223
2663	8.543429559
2664	8.543323538
2665	8.543242049
2666	8.54312003
2667	8.543102166
2668	8.543043973
2669	8.542974035
2670	8.542876496
2671	8.542794071
2672	8.542687376
2673	8.542535531
2674	8.542493317
2675	8.542397666
2676	8.542269859
2677	8.542213962
2678	8.54212221
2679	8.542051729
2680	8.541938047
2681	8.541840218
2682	8.541701396
2683	8.541667041
2684	8.541575099
2685	8.541469864
2686	8.541381128
2687	8.541327434
2688	8.541221162
2689	8.541071529
2690	8.540913784
2691	8.540816463
2692	8.540699701
2693	8.540660005
2694	8.540541444
2695	8.540420753
2696	8.540380897
2697	8.540275559
2698	8.540224693
2699	8.540114992
2700	8.540082926
2701	8.539976702
2702	8.539874783
2703	8.539799152
2704	8.539687488
2705	8.539661968
2706	8.539638363
2707	8.539537708
2708	8.539474861
2709	8.539355068
2710	8.539247061
2711	8.539190655
2712	8.539074095
2713	8.538999997
2714	8.538929569
2715	8.538807234
2716	8.538729227
2717	8.538653162
2718	8.538568389
2719	8.538483799
2720	8.538398075
2721	8.538329437
2722	8.538246096
2723	8.53815178
2724	8.538137152
2725	8.537993274
2726	8.53789254
2727	8.537806657
2728	8.537712082
2729	8.537599557
2730	8.537571953
2731	8.537432493
2732	8.53736845
2733	8.537327575
2734	8.537221511
2735	8.537137702
2736	8.537064628
2737	8.536995992
2738	8.536884229
2739	8.536732425
2740	8.536604178
2741	8.536454761
2742	8.536417241
2743	8.536315276
2744	8.536216447
2745	8.53619018
2746	8.536129623
2747	8.536031565
2748	8.535948267
2749	8.535891494
2750	8.535866008
2751	8.535812491
2752	8.535797301
2753	8.53569025
2754	8.535639096
2755	8.535571064
2756	8.535491978
2757	8.535365269
2758	8.535310455
2759	8.535252943
2760	8.535164792
2761	8.535136081
2762	8.535087108
2763	8.534970866
2764	8.534876972
2765	8.534785124
2766	8.534753613
2767	8.534709613
2768	8.53459314
2769	8.534537884
2770	8.53452549
2771	8.53443047
2772	8.534335827
2773	8.534243473
2774	8.534169828
2775	8.534079777
2776	8.534072428
2777	8.534014073
2778	8.533954578
2779	8.533883055
2780	8.533779004
2781	8.533663654
2782	8.53361616
2783	8.533520594
2784	8.533458027
2785	8.533367352
2786	8.533291192
2787	8.533142956
2788	8.533073845
2789	8.533003396
2790	8.532913351
2791	8.532845441
2792	8.53272494
2793	8.532639443
2794	8.532541943
2795	8.532444289
2796	8.532366928
2797	8.532343668
2798	8.532275678
2799	8.532184333
2800	8.532116052
2801	8.532033718
2802	8.53201608
2803	8.531910424
2804	8.531766264
2805	8.531663161
2806	8.531629374
2807	8.531574587
2808	8.531447504
2809	8.531362213
2810	8.531284307
2811	8.531185404
2812	8.531103637
2813	8.531041743
2814	8.530927302
2815	8.530899699
2816	8.530808027
2817	8.530741361
2818	8.530703265
2819	8.530654472
2820	8.530533875
2821	8.530448545
2822	8.530383695
2823	8.530319638
2824	8.53022191
2825	8.53015027
2826	8.530050173
2827	8.529956455
2828	8.529852142
2829	8.529751803
2830	8.529652691
2831	8.529593148
2832	8.529499539
2833	8.529466452
2834	8.529351725
2835	8.529293031
2836	8.529216125
2837	8.529180255
2838	8.529120451
2839	8.529037169
2840	8.52891131
2841	8.528899582
2842	8.52879436
2843	8.528684653
2844	8.528592106
2845	8.52850627
2846	8.528413035
2847	8.528364385
2848	8.528313947
2849	8.5282284
2850	8.528110916
2851	8.528052913
2852	8.527961802
2853	8.527902019
2854	8.527740603
2855	8.527657086
2856	8.527598787
2857	8.527501623
2858	8.527387075
2859	8.527290888
2860	8.527213046
2861	8.527203193
2862	8.527047249
2863	8.52696782
2864	8.526954177
2865	8.526843891
2866	8.526763625
2867	8.526667964
2868	8.526562828
2869	8.526477745
2870	8.526411819
2871	8.526291291
2872	8.526172
2873	8.526073488
2874	8.525975625
2875	8.52594517
2876	8.525890919
2877	8.525773824
2878	8.525687636
2879	8.525603746
2880	8.525533228
2881	8.525404738
2882	8.525307494
2883	8.52519512
2884	8.52509705
2885	8.524988095
2886	8.524976661
2887	8.524956051
2888	8.524930753
2889	8.524834642
2890	8.524755743
2891	8.524654971
2892	8.524612107
2893	8.524520126
2894	8.524447161
2895	8.52435973
2896	8.524284872
2897	8.524215828
2898	8.524172514
2899	8.52404952
2900	8.524000215
2901	8.523867562
2902	8.523822806
2903	8.523696446
2904	8.523668814
2905	8.523562477
2906	8.52345119
2907	8.523273631
2908	8.523202343
2909	8.523064921
2910	8.52293908
2911	8.522870454
2912	8.522775637
2913	8.522700467
2914	8.522586588
2915	8.522519706
2916	8.522424924
2917	8.52238317
2918	8.522314275
2919	8.522249192
2920	8.52219383
2921	8.522098095
2922	8.522028051
2923	8.521947267
2924	8.521878695
2925	8.521818539
2926	8.521682183
2927	8.521585826
2928	8.521467445
2929	8.521378572
2930	8.521296406
2931	8.521212717
2932	8.521124005
2933	8.521095023
2934	8.52103767
2935	8.52098388
2936	8.520874801
2937	8.520797195
2938	8.520661782
2939	8.520597659
2940	8.52046159
2941	8.520334479
2942	8.520250105
2943	8.520125528
2944	8.520035298
2945	8.519925569
2946	8.519839545
2947	8.519810278
2948	8.519776048
2949	8.519688455
2950	8.519634315
2951	8.519542449
2952	8.519495817
2953	8.519428607
2954	8.519395255
2955	8.519378305
2956	8.519328424
2957	8.519214801
2958	8.519192094
2959	8.519117151
2960	8.519094512
2961	8.519018748
2962	8.518893386
2963	8.518854253
2964	8.518822095
2965	8.518687968
2966	8.518609208
2967	8.518560042
2968	8.51846795
2969	8.5183768
2970	8.518301096
2971	8.518174659
2972	8.518103579
2973	8.518030988
2974	8.51800904
2975	8.517925135
2976	8.517855747
2977	8.517788066
2978	8.517682256
2979	8.517586418
2980	8.517483196
2981	8.517357738
2982	8.517264802
2983	8.517187422
2984	8.51716909
2985	8.517073815
2986	8.516957732
2987	8.516885409
2988	8.516772163
2989	8.51668384
2990	8.516575281
2991	8.51652093
2992	8.51640201
2993	8.516333789
2994	8.516217354
2995	8.516145688
2996	8.516054316
2997	8.51598158
2998	8.515903512
2999	8.515773545
